weight_class,winner,loser,method,round,time,fight_card,event_name,event_id
Welterweight,Luke Cummo,Josh Haynes,TKO (punch),2.0,165.0,Preliminary card,UFC 69: Shootout,2e3998ee0d4f565ddc7fef400ebd5aef923b88189967839c7feabf74cd3713ea
Welterweight,Paul Taylor,Peter Sobotta,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card,UFC 99: The Comeback,e6453bfacde8106ee44bdef63f9a31316322016acce22b1c8e205e8011e489f4
Lightweight,Matt Grice,Jason Black,"Decision (split) (28–29, 29–28, 29–28)",3.0,300.0,Preliminary card,UFC 77: Hostile Territory,430fd1d3a80331a5d2d683ddaceddae56f585a76787c11a6971fc55deb9ea08c
Middleweight,Terry Martin,Ivan Salaverry,KO (suplex and punches),1.0,124.0,Main card,UFC 71: Liddell vs. Jackson,bc3904fd41f86901ccf7b06c1acec12b74e57ed144f41a92675ba8f1783b58c4
NaN,Royce Gracie,Jason DeLucia,Submission (armlock),,67.0,Quarterfinals,UFC 2: No Way Out,c9f5f5be1a9abd239af5e36441a7742fcbe9a6ac24665a085bf4bff893142869
Welterweight,Chris Lytle,Paul Taylor,"Decision (unanimous) (29–28, 30–27, 29–28)",3.0,300.0,Main card,UFC 89: Bisping vs. Leben,37da321318a345d55cb339877e1f01c70e50d1c57c84d5aac74539b90c2aeed1
Welterweight,Josh Koscheck,Diego Sanchez,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card,UFC 69: Shootout,2e3998ee0d4f565ddc7fef400ebd5aef923b88189967839c7feabf74cd3713ea
Lightweight,Mark Bocek,Doug Evans,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card,UFC 79: Nemesis,eb7be0cef6d2f8fe9243350dd8c1603881b127615e48d0ca61fc63afd3dbbae5
Heavyweight,Tim Sylvia,Brandon Vera,"Decision (unanimous) (29–27, 29–28, 29–28)",3.0,300.0,Main card,UFC 77: Hostile Territory,430fd1d3a80331a5d2d683ddaceddae56f585a76787c11a6971fc55deb9ea08c
Light Heavyweight,Michael Bisping,Matt Hamill,"Decision (split) (29–28, 27–30, 29–28)",3.0,300.0,Main card,UFC 75: Champion vs. Champion,c98f7338a4635c5ab98522a199157e5aa2b6397e29306722bf3c7b3168ac678c
Welterweight,Marcus Davis,Pete Spratt,Submission (ankle lock),2.0,177.0,Preliminary card,UFC 69: Shootout,2e3998ee0d4f565ddc7fef400ebd5aef923b88189967839c7feabf74cd3713ea
Light Heavyweight,Houston Alexander,Keith Jardine,KO (punches),1.0,48.0,Main card,UFC 71: Liddell vs. Jackson,bc3904fd41f86901ccf7b06c1acec12b74e57ed144f41a92675ba8f1783b58c4
Middleweight,Anderson Silva (c),Rich Franklin,TKO (knees),2.0,67.0,Main card,UFC 77: Hostile Territory,430fd1d3a80331a5d2d683ddaceddae56f585a76787c11a6971fc55deb9ea08c
Light Heavyweight,Keith Jardine,Forrest Griffin,TKO (punches),1.0,281.0,Main card,UFC 66: Liddell vs. Ortiz,78db3b19601fb7f7a36c6c0be78678a9648a9f571f71dbf42047c411646f2b08
Featherweight,Chad Mendes,Clay Guida,TKO (punches),3.0,30.0,Main card,UFC 164: Henderson vs. Pettis 2,8cf31dbe3c8e13ae1ef81c72fbfd8ac436d4e98c03ec9353bc4709468c86a872
Middleweight,Jason MacDonald,Rory Singer,TKO (punches and elbows),2.0,198.0,Main card,UFC 72: Victory,8a8c43986f37420e1b3f15124f467d56dcbb7b3d69754111ea5e5267d7c7dec5
Welterweight,Dan Hardy,Marcus Davis,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Main card,UFC 99: The Comeback,e6453bfacde8106ee44bdef63f9a31316322016acce22b1c8e205e8011e489f4
Welterweight,Jon Fitch,Luigi Fioravanti,Submission (rear-naked choke),2.0,185.0,Preliminary card,UFC 68: The Uprising,8b319eb1aa22504be9f76f7c2f145589b412cd14c35140365113cc05a015e894
NaN,Johnny Rhodes,Fred Ettish,Submission (bulldog choke),,187.0,Quarterfinals,UFC 2: No Way Out,c9f5f5be1a9abd239af5e36441a7742fcbe9a6ac24665a085bf4bff893142869
Women's Strawweight,Virna Jandiroba,Marina Rodriguez,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Preliminary card (ESPN / ESPN+),UFC 288: Sterling vs. Cejudo,14ff8b34cf8ba961c51cbfae5e83e1870e2e93850144649d15b2891fcd018ca5
Welterweight,Paulo Thiago,Josh Koscheck,KO (punch),1.0,209.0,Main card,UFC 95: Sanchez vs. Stevenson,b0b79a426f4ac121aa3789321a75f3d8a4e109eeb82cb42cb25bbf1856b0667c
Lightweight,Kenny Florian,Joe Stevenson,Submission (rear-naked choke),1.0,243.0,Main card,UFC 91: Couture vs. Lesnar,4b51d3084f267f3ade454d662c1e6b54fed9baa7556a0fe8c9fd2a8ee1959d62
Middleweight,Demian Maia,Ryan Jensen,Submission (rear-naked choke),1.0,160.0,Preliminary card,UFC 77: Hostile Territory,430fd1d3a80331a5d2d683ddaceddae56f585a76787c11a6971fc55deb9ea08c
Heavyweight,Andrei Arlovski,Fabrício Werdum,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card,UFC 70: Nations Collide,badb93925e450b5b217dbdc9776861dacf27d33f8d359cc66293be6e7ace190d
NaN,Johnny Rhodes,David Levicki,TKO (Submission to punches),,733.0,Opening Round,UFC 2: No Way Out,c9f5f5be1a9abd239af5e36441a7742fcbe9a6ac24665a085bf4bff893142869
Catchweight (189 lb),Claudio Ribeiro,Joseph Holmes,TKO (punches),2.0,201.0,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 288: Sterling vs. Cejudo,14ff8b34cf8ba961c51cbfae5e83e1870e2e93850144649d15b2891fcd018ca5
Light Heavyweight,Goran Reljic,Wilson Gouveia,TKO (punches),2.0,195.0,Main card,UFC 84: Ill Will,f968484da669089d7eed6b97bf9fbf07f9d08baad5b5a02dddbc6e7b7c6108db
NaN,Steve Jennum,Melton Bowen,Submission (armbar),,287.0,Quarterfinals,UFC 4: Revenge of the Warriors,0b7d9ab5a22f81e19800c3013f75686b64f4fdf271ec600ec4b905756cc61b4d
Welterweight,Pete Sell,Josh Burkman,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card,UFC 90: Silva vs. Côté,1da42a9e0b36cce5ac0f3a4fd6cccac4b1196191b5b48840f1ec9f31621f2831
Light Heavyweight,James Irvin,Luiz Cane,Disqualification (illegal knee),1.0,111.0,Preliminary card,UFC 79: Nemesis,eb7be0cef6d2f8fe9243350dd8c1603881b127615e48d0ca61fc63afd3dbbae5
Heavyweight,Tim Sylvia (c),Jeff Monson,"Decision (unanimous) (50–45, 49–46, 49–46)",5.0,300.0,Main card,UFC 65: Bad Intentions,1096c39669f0d72a7062eb12e3448c79f438873d41ee27f99481e4fd4fe66230
Lightweight,Manvel Gamburyan,Nate Mohr,Submission (ankle lock),1.0,91.0,Preliminary card,UFC 79: Nemesis,eb7be0cef6d2f8fe9243350dd8c1603881b127615e48d0ca61fc63afd3dbbae5
Bantamweight,Journey Newson,Fernie Garcia,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 274: Oliveira vs. Gaethje,34e995f571d2a3ed9240a22a8d368db430014a44164ef1be95e9f5422036fb07
Welterweight,Thiago Alves,Tony DeSouza,KO (knee),2.0,70.0,Preliminary Card,UFC 66: Liddell vs. Ortiz,78db3b19601fb7f7a36c6c0be78678a9648a9f571f71dbf42047c411646f2b08
NaN,Keith Hackney,Emmanuel Yarborough,TKO (punches),,119.0,Quarterfinals,UFC 3: The American Dream,e8b1d82f5e8c42e45e4f6a37b41bf6aac479fe5d45d2187fc0c00e5aca8ebeae
Welterweight,Dan Cramer,Matt Arroyo,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary card,UFC 94: St-Pierre vs. Penn 2,48ff5e1519eec11f0a2465dce8af07b10c85630bd28b2b95ea3faeb71afd14a4
Heavyweight,Brock Lesnar,Heath Herring,"Decision (unanimous) (30–26, 30–26, 30–26)",3.0,300.0,Main card,UFC 87: Seek and Destroy,8fa682c2b5c515d5b466922a0722b7bac515bd6c69c26128a60e96033ec30860
Lightweight,Rich Clementi,Melvin Guillard,Submission (rear-naked choke),1.0,280.0,Main card,UFC 79: Nemesis,eb7be0cef6d2f8fe9243350dd8c1603881b127615e48d0ca61fc63afd3dbbae5
Middleweight,Dean Lister,Jordan Radev,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card,UFC 79: Nemesis,eb7be0cef6d2f8fe9243350dd8c1603881b127615e48d0ca61fc63afd3dbbae5
Light Heavyweight,Quinton Jackson,Marvin Eastman,KO (punches),2.0,229.0,Main card,UFC 67: All or Nothing,c8aff18649989889987b154ecc06f6d836d6f89f9ba207ba13c0691d07fec77b
Lightweight,Tyson Griffin,Clay Guida,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Main card,UFC 72: Victory,8a8c43986f37420e1b3f15124f467d56dcbb7b3d69754111ea5e5267d7c7dec5
Welterweight,Georges St-Pierre,B.J. Penn,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Main card,UFC 58: USA vs. Canada,d7af22b08c5ea95708c30394f1bd17291046b75598445ca4d2a4beaa5980f8ad
Heavyweight,Cheick Kongo,Mirko Cro Cop,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card,UFC 75: Champion vs. Champion,c98f7338a4635c5ab98522a199157e5aa2b6397e29306722bf3c7b3168ac678c
Welterweight,Tamdan McCrory,Ryan Madigan,TKO (punches),1.0,215.0,Preliminary card,UFC 96: Jackson vs. Jardine,641c0be0e6a5cd7f21f6a4348b1be1c5beb6e4700f516cf55b609cbb73778722
Light Heavyweight,Matt Hamill,Mark Muñoz,KO (head kick),1.0,233.0,Main card,UFC 96: Jackson vs. Jardine,641c0be0e6a5cd7f21f6a4348b1be1c5beb6e4700f516cf55b609cbb73778722
Middleweight,Rich Franklin,Travis Lutter,TKO (punches),2.0,181.0,Main card,UFC 83: Serra vs. St-Pierre 2,735d1c28027339e216c460718a4dbc608d529105fe098d79f558dbca9ab3c3a9
Welterweight,Thiago Alves,Josh Koscheck,"Decision (unanimous) (30–27, 29–28, 30–27)",3.0,300.0,Main card,UFC 90: Silva vs. Côté,1da42a9e0b36cce5ac0f3a4fd6cccac4b1196191b5b48840f1ec9f31621f2831
Light Heavyweight,Chuck Liddell (c),Tito Ortiz,TKO (punches),3.0,239.0,Main card,UFC 66: Liddell vs. Ortiz,78db3b19601fb7f7a36c6c0be78678a9648a9f571f71dbf42047c411646f2b08
Welterweight,Brad Blackburn,Ryo Chonan,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card,UFC 92: The Ultimate 2008,0b9c1e08ef4a676f5b519c627cb28193ce686704811a0c5a6d6b62d9a7de687f
Lightweight,Justin Buchholz,Corey Hill,Submission (rear-naked choke),2.0,237.0,Preliminary card,UFC 86: Jackson vs. Griffin,b5e3d30cbef3bcf118720665d86500c66f0e4c845d4aac62e0edd9f0bb1d9001
Welterweight,Karo Parisyan,Ryo Chonan,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card,UFC 78: Validation,efa9953b9ddd4d42a85b1787b592de6ad9605e136204c4450130a5880b110616
Lightweight,Per Eklund,Samy Schiavo,Submission (rear-naked choke),3.0,107.0,Preliminary card,UFC 89: Bisping vs. Leben,37da321318a345d55cb339877e1f01c70e50d1c57c84d5aac74539b90c2aeed1
Welterweight,Josh Burkman,Forrest Petz,"Decision (split) (29–28, 29–28, 28–29)",3.0,300.0,Preliminary card,UFC 77: Hostile Territory,430fd1d3a80331a5d2d683ddaceddae56f585a76787c11a6971fc55deb9ea08c
Lightweight,Roger Huerta,John Halverson,TKO (punches),1.0,18.0,Main card,UFC 67: All or Nothing,c8aff18649989889987b154ecc06f6d836d6f89f9ba207ba13c0691d07fec77b
Lightweight,Evan Dunham,Per Eklund,TKO (punches),1.0,134.0,Preliminary card,UFC 95: Sanchez vs. Stevenson,b0b79a426f4ac121aa3789321a75f3d8a4e109eeb82cb42cb25bbf1856b0667c
Light Heavyweight,Thiago Silva,Antonio Mendes,TKO (punches),1.0,144.0,Main card,UFC 84: Ill Will,f968484da669089d7eed6b97bf9fbf07f9d08baad5b5a02dddbc6e7b7c6108db
Light Heavyweight,Chuck Liddell (c),Randy Couture,KO (punch),2.0,88.0,Main card,UFC 57: Liddell vs. Couture 3,4ee7c91ce2fec367081d8e4796b85e7d38859bb9cd8a70e416b86e5ea0a5187f
Light Heavyweight,Alan Belcher,Sean Salmon,Submission (guillotine choke),1.0,53.0,Preliminary card,UFC 71: Liddell vs. Jackson,bc3904fd41f86901ccf7b06c1acec12b74e57ed144f41a92675ba8f1783b58c4
Welterweight,Randy Brown,Khaos Williams,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Main card,UFC 274: Oliveira vs. Gaethje,34e995f571d2a3ed9240a22a8d368db430014a44164ef1be95e9f5422036fb07
Lightweight,Aaron Riley,Jorge Gurgel,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card,UFC 91: Couture vs. Lesnar,4b51d3084f267f3ade454d662c1e6b54fed9baa7556a0fe8c9fd2a8ee1959d62
Light Heavyweight,Keith Jardine,Mike Whitehead,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card,UFC 57: Liddell vs. Couture 3,4ee7c91ce2fec367081d8e4796b85e7d38859bb9cd8a70e416b86e5ea0a5187f
Flyweight,Brandon Royval,Matt Schnell,Submission (guillotine choke),1.0,134.0,Preliminary card (ESPN / ESPN+),UFC 274: Oliveira vs. Gaethje,34e995f571d2a3ed9240a22a8d368db430014a44164ef1be95e9f5422036fb07
Welterweight,Ben Saunders,Ryan Thomas,Submission (armbar),2.0,148.0,Preliminary card,UFC 87: Seek and Destroy,8fa682c2b5c515d5b466922a0722b7bac515bd6c69c26128a60e96033ec30860
Middleweight,Jason MacDonald,Chris Leben,Submission (guillotine choke),2.0,243.0,Main card,UFC 66: Liddell vs. Ortiz,78db3b19601fb7f7a36c6c0be78678a9648a9f571f71dbf42047c411646f2b08
NaN,Frank Hamaker,Thaddeus Luster,Submission (armlock),,292.0,Opening Round,UFC 2: No Way Out,c9f5f5be1a9abd239af5e36441a7742fcbe9a6ac24665a085bf4bff893142869
Heavyweight,Ben Rothwell,Brandon Vera,TKO (punches and knees),3.0,114.0,Main card,UFC 164: Henderson vs. Pettis 2,8cf31dbe3c8e13ae1ef81c72fbfd8ac436d4e98c03ec9353bc4709468c86a872
Middleweight,Jason MacDonald,Jason Lambert,Submission (rear-naked choke),2.0,80.0,Preliminary card,UFC 88: Breakthrough,7e67bfde38d4cd93f0cdd6237f94264a28412edb1aa1ba6f8969b798cc3d6b79
Welterweight,Matt Hughes,Matt Serra,"Decision (unanimous) (29-28, 29-28, 29-28)",3.0,300.0,Main card,UFC 98: Evans vs. Machida,936bb6ba29e9bc1fea6ed49cc04e1ac221595c3f1b26ec67f7e594d441cdd694
NaN,Marcus Bossett,Eldo Dias Xavier,KO (strikes),,295.0,Alternate bouts,UFC 4: Revenge of the Warriors,0b7d9ab5a22f81e19800c3013f75686b64f4fdf271ec600ec4b905756cc61b4d
Featherweight,Steve Garcia,Shayilan Nuerdanbieke,KO (body kick and punches),2.0,36.0,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 287: Pereira vs. Adesanya 2,5be0375bccd2a84a1654eeced7daff447605ffcc16544ffaa6b6305033392c55
Lightweight,Al Iaquinta,Ryan Couture,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card (Facebook/YouTube),UFC 164: Henderson vs. Pettis 2,8cf31dbe3c8e13ae1ef81c72fbfd8ac436d4e98c03ec9353bc4709468c86a872
Middleweight,Kendall Grove,Jason Day,TKO (punches and elbows),1.0,92.0,Preliminary card,UFC 96: Jackson vs. Jardine,641c0be0e6a5cd7f21f6a4348b1be1c5beb6e4700f516cf55b609cbb73778722
Middleweight,Terry Martin,Jorge Rivera,KO (punches),1.0,14.0,Preliminary card,UFC 67: All or Nothing,c8aff18649989889987b154ecc06f6d836d6f89f9ba207ba13c0691d07fec77b
Welterweight,Mike Swick,Ben Saunders,TKO (punches),2.0,227.0,Main card,UFC 99: The Comeback,e6453bfacde8106ee44bdef63f9a31316322016acce22b1c8e205e8011e489f4
Featherweight,Movsar Evloev,Diego Lopes,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Main card,UFC 288: Sterling vs. Cejudo,14ff8b34cf8ba961c51cbfae5e83e1870e2e93850144649d15b2891fcd018ca5
Light Heavyweight,Kennedy Nzechukwu,Devin Clark,Technical Submission (guillotine choke),2.0,148.0,Preliminary card (ESPN / ESPN+),UFC 288: Sterling vs. Cejudo,14ff8b34cf8ba961c51cbfae5e83e1870e2e93850144649d15b2891fcd018ca5
Lightweight,Sam Stout,Matt Wiman,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card,UFC 97: Redemption,acf04abd5405f3ed5206c8579bfe373839bcdbac0a2700ff1f779c1289ecc2a0
Heavyweight,Gabriel Gonzaga,Mirko Cro Cop,KO (head kick),1.0,291.0,Main card,UFC 70: Nations Collide,badb93925e450b5b217dbdc9776861dacf27d33f8d359cc66293be6e7ace190d
Middleweight,Yushin Okami,Rory Singer,Submission (punches),3.0,243.0,Preliminary Card,UFC 66: Liddell vs. Ortiz,78db3b19601fb7f7a36c6c0be78678a9648a9f571f71dbf42047c411646f2b08
NaN,Royce Gracie,Minoki Ichihara,Submission (armbar),,308.0,Opening Round,UFC 2: No Way Out,c9f5f5be1a9abd239af5e36441a7742fcbe9a6ac24665a085bf4bff893142869
Heavyweight,Shane Carwin,Neil Wain,TKO (punches),1.0,91.0,Preliminary card,UFC 89: Bisping vs. Leben,37da321318a345d55cb339877e1f01c70e50d1c57c84d5aac74539b90c2aeed1
Light Heavyweight,Eliot Marshall,Vinny Magalhães,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,300.0,Preliminary card,UFC 97: Redemption,acf04abd5405f3ed5206c8579bfe373839bcdbac0a2700ff1f779c1289ecc2a0
Heavyweight,Brock Lesnar,Randy Couture (c),TKO (punches),2.0,187.0,Main card,UFC 91: Couture vs. Lesnar,4b51d3084f267f3ade454d662c1e6b54fed9baa7556a0fe8c9fd2a8ee1959d62
Light Heavyweight,Michael Bisping,Elvis Sinosic,TKO (punches),2.0,100.0,Main card,UFC 70: Nations Collide,badb93925e450b5b217dbdc9776861dacf27d33f8d359cc66293be6e7ace190d
Light Heavyweight,Lyoto Machida,Rashad Evans (c),KO (punches),2.0,237.0,Main card,UFC 98: Evans vs. Machida,936bb6ba29e9bc1fea6ed49cc04e1ac221595c3f1b26ec67f7e594d441cdd694
Lightweight,Gray Maynard,Jim Miller,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card,UFC 96: Jackson vs. Jardine,641c0be0e6a5cd7f21f6a4348b1be1c5beb6e4700f516cf55b609cbb73778722
Heavyweight,Antoni Hardonk,Colin Robinson,TKO (leg kicks),1.0,17.0,Preliminary card,UFC 80: Rapid Fire,b6f4d20de8ba7be46d7b044fffec30a4b0cee29237cf745da58d44b76d13e3eb
Middleweight,Michael Bisping,Jason Day,TKO (punches),1.0,222.0,Main card,UFC 85: Bedlam,03d41896b2e97b07833e28df63a9ad33b7a2fac04978adf84c4801eae25b6eba
NaN,Guy Mezger,Jason Fairn,TKO (corner stoppage),,133.0,Alternate bouts,UFC 4: Revenge of the Warriors,0b7d9ab5a22f81e19800c3013f75686b64f4fdf271ec600ec4b905756cc61b4d
Welterweight,Yoshiyuki Yoshida,Brandon Wolff,Submission (guillotine choke),1.0,144.0,Preliminary card,UFC 98: Evans vs. Machida,936bb6ba29e9bc1fea6ed49cc04e1ac221595c3f1b26ec67f7e594d441cdd694
Middleweight,Dan Miller,Matt Horwich,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card,UFC 90: Silva vs. Côté,1da42a9e0b36cce5ac0f3a4fd6cccac4b1196191b5b48840f1ec9f31621f2831
Light Heavyweight,Lyoto Machida,Kazuhiro Nakamura,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card,UFC 76: Knockout,287af3f4ec4a7528046376030bde893690b11b0c03538b8d43987284ef56c00e
Light Heavyweight,Lyoto Machida,Sam Hoger,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card,UFC 67: All or Nothing,c8aff18649989889987b154ecc06f6d836d6f89f9ba207ba13c0691d07fec77b
Lightweight,Paul Kelly,Rolando Delgado,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card,UFC 99: The Comeback,e6453bfacde8106ee44bdef63f9a31316322016acce22b1c8e205e8011e489f4
Heavyweight,Antônio Rodrigo Nogueira,Heath Herring,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card,UFC 73: Stacked,2afa638e8966a7cdad437c6972647af1f5ccf4f16b3226b78e40e5a66ebdc15b
Welterweight,Marcus Davis,Jason Tan,KO (punch),1.0,75.0,Preliminary card,UFC 72: Victory,8a8c43986f37420e1b3f15124f467d56dcbb7b3d69754111ea5e5267d7c7dec5
Heavyweight,Jeff Monson,Marcio Cruz,"Decision (split) (30–27, 29–28, 28–29)",3.0,300.0,Main card,UFC 59: Reality Check,401fa2a331e7775a0603c4c94f2208d0512ce7a34d853415132dc3f12e224210
Middleweight,Israel Adesanya,Alex Pereira (c),KO (punches),2.0,261.0,Main card,UFC 287: Pereira vs. Adesanya 2,5be0375bccd2a84a1654eeced7daff447605ffcc16544ffaa6b6305033392c55
Middleweight,Ikram Aliskerov,Phil Hawes,KO (punches),1.0,130.0,Early preliminary card (ESPN+ / UFC Fight Pass),UFC 288: Sterling vs. Cejudo,14ff8b34cf8ba961c51cbfae5e83e1870e2e93850144649d15b2891fcd018ca5
Middleweight,C. B. Dollaway,Mike Massenzio,TKO (punches),1.0,181.0,Main card,UFC 92: The Ultimate 2008,0b9c1e08ef4a676f5b519c627cb28193ce686704811a0c5a6d6b62d9a7de687f
Middleweight,Yushin Okami,Jason MacDonald,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card,UFC 77: Hostile Territory,430fd1d3a80331a5d2d683ddaceddae56f585a76787c11a6971fc55deb9ea08c
Light Heavyweight,Jason Lambert,Renato Sobral,KO (punch),2.0,216.0,Main card,UFC 68: The Uprising,8b319eb1aa22504be9f76f7c2f145589b412cd14c35140365113cc05a015e894
Lightweight,Thiago Tavares,Manvel Gamburyan,"Decision (unanimous) (29-28, 29-28, 29-28)",3.0,300.0,Preliminary card,UFC 94: St-Pierre vs. Penn 2,48ff5e1519eec11f0a2465dce8af07b10c85630bd28b2b95ea3faeb71afd14a4
Welterweight,Paul Taylor,Edilberto de Oliveira,TKO (head kick and punches),3.0,37.0,Preliminary card,UFC 70: Nations Collide,badb93925e450b5b217dbdc9776861dacf27d33f8d359cc66293be6e7ace190d
Heavyweight,Soa Palelei,Nikita Krylov,TKO (punches),3.0,94.0,Preliminary card (Facebook/YouTube),UFC 164: Henderson vs. Pettis 2,8cf31dbe3c8e13ae1ef81c72fbfd8ac436d4e98c03ec9353bc4709468c86a872
Welterweight,Jess Liaudin,Anthony Torres,TKO (punches),1.0,250.0,Preliminary card,UFC 75: Champion vs. Champion,c98f7338a4635c5ab98522a199157e5aa2b6397e29306722bf3c7b3168ac678c
NaN,Royce Gracie,Art Jimmerson,Submission (smother choke),,138.0,Quarter-finals,UFC 1: The Beginning,17c4360b5a6cd9a9d438f40ec4c72ba4b6f479bc66b417ea5174f0f58dfd32b3
Welterweight,Dan Hardy,Rory Markham,KO (punch),1.0,69.0,Main card,UFC 95: Sanchez vs. Stevenson,b0b79a426f4ac121aa3789321a75f3d8a4e109eeb82cb42cb25bbf1856b0667c
Lightweight,Dennis Siver,Dale Hartt,Submission (rear-naked choke),1.0,203.0,Preliminary card,UFC 99: The Comeback,e6453bfacde8106ee44bdef63f9a31316322016acce22b1c8e205e8011e489f4
Middleweight,Jorge Rivera,Kendall Grove,TKO (punches),1.0,80.0,Main card,UFC 80: Rapid Fire,b6f4d20de8ba7be46d7b044fffec30a4b0cee29237cf745da58d44b76d13e3eb
Lightweight,Roger Huerta,Alberto Crane,TKO (punches),3.0,110.0,Main card,UFC 74: Respect,250eb8ea5ed66dac399f372003ca11d1696f306a4225734f182b77ef8d8d6ab2
Middleweight,Ed Herman,Scott Smith,Submission (rear-naked choke),2.0,145.0,Main card,UFC 72: Victory,8a8c43986f37420e1b3f15124f467d56dcbb7b3d69754111ea5e5267d7c7dec5
Light Heavyweight,Matt Hamill,Reese Andy,TKO (punches),2.0,139.0,Preliminary card,UFC 92: The Ultimate 2008,0b9c1e08ef4a676f5b519c627cb28193ce686704811a0c5a6d6b62d9a7de687f
Light Heavyweight,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,TKO (leg injury),1.0,300.0,Preliminary card,UFC 84: Ill Will,f968484da669089d7eed6b97bf9fbf07f9d08baad5b5a02dddbc6e7b7c6108db
Light Heavyweight,Matt Hamill,Rex Holman,TKO (punches),1.0,240.0,Preliminary card,UFC 68: The Uprising,8b319eb1aa22504be9f76f7c2f145589b412cd14c35140365113cc05a015e894
Heavyweight,Cain Velasquez,Brad Morris,TKO (punches),1.0,130.0,Preliminary card,UFC 83: Serra vs. St-Pierre 2,735d1c28027339e216c460718a4dbc608d529105fe098d79f558dbca9ab3c3a9
Welterweight,Georges St-Pierre,Matt Hughes (c),TKO (head kick and punches),2.0,85.0,Main card,UFC 65: Bad Intentions,1096c39669f0d72a7062eb12e3448c79f438873d41ee27f99481e4fd4fe66230
